seed,branch,classification_inter_distance,classification_intra_distance,classification_margin,cosine_std,dimension,effective_rank,hubness_skew_k10,mean_cosine,neighborhood_preservation,participation_ratio,retrieval_margin,retrieval_negative_cosine,retrieval_positive_cosine,sample_size,sts_alignment,sts_mean_cosine,top10_eigenvalue_share,top_eigenvalue_share,uniformity
44,mix_s020_c060_r020,0.2690243124961853,0.12755945324897766,0.14146485924720764,0.09803763777017593,384.0,111.35924530029297,3.9332716626439788,0.6915218830108643,0.2511,34.398953467552346,0.13808591663837433,0.674622118473053,0.8127080202102661,10000.0,0.08891883492469788,0.8909263014793396,0.38520753383636475,0.12665291130542755,-1.1642816066741943
44,mix_s020_c080_r000,0.24882976710796356,0.08270353078842163,0.16612623631954193,0.06968425214290619,384.0,60.61811447143555,2.888031940207268,0.8118926286697388,0.17351000000000003,14.191602272897278,0.03200019896030426,0.8026124835014343,0.8346127271652222,10000.0,0.055315762758255005,0.9301322102546692,0.525162398815155,0.2225894331932068,-0.7165595889091492
44,mix_s040_c000_r060,0.8454601168632507,0.7623278498649597,0.08313226699829102,0.09638011455535889,384.0,200.81985473632812,1.8087785462138468,0.13739705085754395,0.6123,128.53179746044233,0.23138558864593506,0.5000248551368713,0.7314103841781616,10000.0,0.23428457975387573,0.7137253880500793,0.19216972589492798,0.02977011352777481,-3.3729279041290283
44,mix_s040_c020_r040,0.41816380620002747,0.3288052976131439,0.08935850858688354,0.10579193383455276,384.0,177.01698303222656,4.161996729210798,0.4643857479095459,0.40003999999999995,91.9617203744201,0.18645082414150238,0.5946352481842041,0.7810860276222229,10000.0,0.14649568498134613,0.8189985752105713,0.24463573098182678,0.05458600074052811,-2.0576422214508057
44,mix_s040_c040_r020,0.2885696589946747,0.16465415060520172,0.12391550838947296,0.08934708684682846,384.0,129.91481018066406,4.433890303661401,0.6686237454414368,0.29694,45.008711639521486,0.13390988111495972,0.6888695955276489,0.8227794170379639,10000.0,0.09060834348201752,0.8852090835571289,0.33942732214927673,0.10741347819566727,-1.2667362689971924
44,mix_s040_c060_r000,0.25421881675720215,0.10670159012079239,0.14751722663640976,0.06327444314956665,384.0,88.71566009521484,3.6272271826997837,0.787227213382721,0.21984,23.009532734849085,0.03963959217071533,0.8042410016059875,0.8438806533813477,10000.0,0.06032339483499527,0.9200046062469482,0.4349253177642822,0.16717353463172913,-0.8209594488143921
44,mix_s060_c000_r040,0.686444878578186,0.6102436184883118,0.07620126008987427,0.10528715699911118,384.0,189.1676788330078,2.654621282047525,0.289941668510437,0.5086799999999999,114.28843378166825,0.20221439003944397,0.5563697814941406,0.7585841417312622,10000.0,0.17771336436271667,0.7789579629898071,0.2133408635854721,0.03304944932460785,-2.751791000366211
44,mix_s060_c020_r020,0.33358532190322876,0.24789144098758698,0.08569388091564178,0.08670791983604431,384.0,161.78973388671875,4.129267401764414,0.597711980342865,0.37229,76.43641688533864,0.14366376399993896,0.6744313836097717,0.8180952072143555,10000.0,0.10504843294620514,0.8663305640220642,0.271427720785141,0.0664835199713707,-1.5530425310134888
44,mix_s060_c040_r000,0.28053924441337585,0.14555886387825012,0.13498038053512573,0.06391428411006927,384.0,114.450439453125,3.9183817891646946,0.7433793544769287,0.26211999999999996,34.891734981808014,0.049510035663843155,0.7822460532188416,0.8317561745643616,10000.0,0.07026556134223938,0.9039923548698425,0.3669463098049164,0.12848570942878723,-0.9954339265823364
44,mix_s080_c000_r020,0.5004832148551941,0.43678590655326843,0.06369730830192566,0.09591897577047348,384.0,174.90286254882812,3.458996984788302,0.48940524458885193,0.44393,99.4170182420288,0.157708078622818,0.6446281671524048,0.8023362159729004,10000.0,0.1222851350903511,0.8443155884742737,0.23822148144245148,0.0378824882209301,-1.9722970724105835
44,mix_s080_c020_r000,0.29690852761268616,0.19220173358917236,0.1047067940235138,0.06340858340263367,384.0,141.457275390625,4.392443017539345,0.6997362375259399,0.30983,55.61411670323411,0.06290581822395325,0.7662311792373657,0.8291369676589966,10000.0,0.078508161008358,0.8919113278388977,0.30487680435180664,0.0919494479894638,-1.1703929901123047
44,mix_s100_c000_r000,0.36102357506752014,0.31633883714675903,0.04468473792076111,0.0690595731139183,384.0,172.8487091064453,4.51127156387884,0.6299241781234741,0.3786,99.16307623453267,0.09042895585298538,0.744274377822876,0.8347033858299255,10000.0,0.09151829034090042,0.876188337802887,0.23626212775707245,0.038633134216070175,-1.4440438747406006
44,mix_s033_c033_r033,0.3317183554172516,0.21695992350578308,0.1147584319114685,0.10555847734212875,384.0,154.29930114746094,4.300559547342619,0.5705996751785278,0.32743,64.52625887706742,0.1698252558708191,0.6244373917579651,0.794262707233429,10000.0,0.12203008681535721,0.8481854796409607,0.2903069257736206,0.08145494759082794,-1.635256052017212
