seed,branch,family,delta
43,mix_s000_c020_r080,retrieval,-0.008584999999999968
43,mix_s000_c040_r060,sts,-0.058292291091502614
43,mix_s000_c040_r060,classification,-0.0028649973684210517
43,mix_s000_c040_r060,classification_transfer,-0.006607562499999997
43,mix_s000_c040_r060,clustering,-0.07001750000000001
43,mix_s000_c040_r060,retrieval,-0.02543499999999997
43,mix_s000_c060_r040,sts,-0.09952492025718436
43,mix_s000_c060_r040,classification,-0.015579231578947372
43,mix_s000_c060_r040,classification_transfer,-0.023783249999999992
43,mix_s000_c060_r040,clustering,-0.08151850000000002
43,mix_s000_c060_r040,retrieval,-0.05588249999999999
43,mix_s000_c080_r020,sts,-0.1265027576960345
43,mix_s000_c080_r020,classification,-0.026182002631578983
43,mix_s000_c080_r020,classification_transfer,-0.03782618750000004
43,mix_s000_c080_r020,clustering,-0.074929
43,mix_s000_c080_r020,retrieval,-0.08937500000000001
43,mix_s000_c100_r000,sts,-0.19426334630117204
43,mix_s000_c100_r000,classification,-0.05759872631578946
43,mix_s000_c100_r000,classification_transfer,-0.07673524999999998
43,mix_s000_c100_r000,clustering,-0.09481250000000002
43,mix_s000_c100_r000,retrieval,-0.25473
43,mix_s020_c000_r080,sts,0.0013449330064941127
43,mix_s020_c000_r080,classification,0.00932250263157891
43,mix_s020_c000_r080,classification_transfer,0.011751812499999972
43,mix_s020_c000_r080,clustering,-0.030637000000000025
43,mix_s020_c000_r080,retrieval,-0.0005424999999999736
43,mix_s020_c020_r060,sts,-0.026934650713074992
43,mix_s020_c020_r060,classification,0.006229428947368387
43,mix_s020_c020_r060,classification_transfer,0.005747312499999976
43,mix_s020_c020_r060,clustering,-0.048272500000000024
43,mix_s020_c020_r060,retrieval,-0.013749999999999998
43,mix_s020_c040_r040,sts,-0.06678806333325671
43,mix_s020_c040_r040,classification,-0.005327734210526347
43,mix_s020_c040_r040,classification_transfer,-0.009817562500000016
43,mix_s020_c040_r040,clustering,-0.055226
43,mix_s020_c040_r040,retrieval,-0.03582499999999998
43,mix_s020_c060_r020,sts,-0.09365930727982781
43,mix_s020_c060_r020,classification,-0.024358931578947397
43,mix_s020_c060_r020,classification_transfer,-0.03475787500000002
43,mix_s020_c060_r020,clustering,-0.06367
43,mix_s020_c060_r020,retrieval,-0.07574
43,mix_s020_c080_r000,sts,-0.11118033415432582
43,mix_s020_c080_r000,classification,-0.0503510052631579
43,mix_s020_c080_r000,classification_transfer,-0.067511125
43,mix_s020_c080_r000,clustering,-0.07757200000000003
43,mix_s020_c080_r000,retrieval,-0.191305
43,mix_s040_c000_r060,sts,-0.00012185155178134899
43,mix_s040_c000_r060,classification,0.011029721052631558
43,mix_s040_c000_r060,classification_transfer,0.012701624999999994
43,mix_s040_c000_r060,clustering,-0.03172
43,mix_s040_c000_r060,retrieval,-0.0018549999999999817
43,mix_s040_c020_r040,sts,-0.031029416524675668
43,mix_s040_c020_r040,classification,0.0053981447368421035
43,mix_s040_c020_r040,classification_transfer,0.004675312500000001
43,mix_s040_c020_r040,clustering,-0.046060500000000004
43,mix_s040_c020_r040,retrieval,-0.018867499999999995
43,mix_s040_c040_r020,sts,-0.054177441452719875
43,mix_s040_c040_r020,classification,-0.014869981578947377
43,mix_s040_c040_r020,classification_transfer,-0.021646687499999998
43,mix_s040_c040_r020,clustering,-0.05020450000000001
43,mix_s040_c040_r020,retrieval,-0.0549225
43,mix_s040_c060_r000,sts,-0.056806721158385955
43,mix_s040_c060_r000,classification,-0.034209602631578975
43,mix_s040_c060_r000,classification_transfer,-0.046610687500000025
43,mix_s040_c060_r000,clustering,-0.06250150000000002
43,mix_s040_c060_r000,retrieval,-0.13680749999999997
43,mix_s060_c000_r040,sts,-0.0030138598147809725
43,mix_s060_c000_r040,classification,0.010624960526315763
43,mix_s060_c000_r040,classification_transfer,0.012425937499999984
43,mix_s060_c000_r040,clustering,-0.03805649999999999
43,mix_s060_c000_r040,retrieval,-0.007894999999999971
43,mix_s060_c020_r020,sts,-0.02028832425591461
43,mix_s060_c020_r020,classification,-0.0007391815789473677
43,mix_s060_c020_r020,classification_transfer,-0.0033581874999999983
43,mix_s060_c020_r020,clustering,-0.039978000000000014
43,mix_s060_c020_r020,retrieval,-0.03470999999999998
43,mix_s060_c040_r000,sts,-0.024645063508252425
43,mix_s060_c040_r000,classification,-0.013738147368421095
43,mix_s060_c040_r000,classification_transfer,-0.02019900000000005
43,mix_s060_c040_r000,clustering,-0.049632499999999996
43,mix_s060_c040_r000,retrieval,-0.09509749999999997
43,mix_s080_c000_r020,sts,0.0002411389562012959
43,mix_s080_c000_r020,classification,0.00248143421052629
43,mix_s080_c000_r020,classification_transfer,0.0018846874999999819
43,mix_s080_c000_r020,clustering,-0.04603800000000002
43,mix_s080_c000_r020,retrieval,-0.027057499999999984
43,mix_s080_c020_r000,sts,-0.0028193141281371106
43,mix_s080_c020_r000,classification,-0.007967123684210542
43,mix_s080_c020_r000,classification_transfer,-0.01209706250000002
43,mix_s080_c020_r000,clustering,-0.039073
43,mix_s080_c020_r000,retrieval,-0.06458249999999999
43,mix_s100_c000_r000,sts,0.013564890545001615
43,mix_s100_c000_r000,classification,-0.003156176315789483
43,mix_s100_c000_r000,classification_transfer,-0.004307062499999986
43,mix_s100_c000_r000,clustering,-0.04751750000000002
43,mix_s100_c000_r000,retrieval,-0.043017499999999986
43,mix_s033_c033_r033,sts,-0.056340829209898434
43,mix_s033_c033_r033,classification,-0.004451550000000059
43,mix_s033_c033_r033,classification_transfer,-0.008064437500000049
43,mix_s033_c033_r033,clustering,-0.05249650000000003
43,mix_s033_c033_r033,retrieval,-0.03964999999999999
44,control,sts,0.009971778927630978
44,control,classification,0.006047550000000001
44,control,classification_transfer,0.009434437500000017
44,control,clustering,-0.022028500000000006
44,control,retrieval,-0.0009175000000000016
44,mix_s000_c000_r100,sts,-1.6016165560461815e-07
44,mix_s000_c000_r100,classification,0.005516365789473676
44,mix_s000_c000_r100,classification_transfer,0.00873756249999999
44,mix_s000_c000_r100,clustering,-0.05485000000000001
44,mix_s000_c000_r100,retrieval,-0.004772499999999971
44,mix_s000_c020_r080,sts,-0.010089107003792988
44,mix_s000_c020_r080,classification,0.006415668421052634
44,mix_s000_c020_r080,classification_transfer,0.006835375000000005
44,mix_s000_c020_r080,clustering,-0.048805000000000015
44,mix_s000_c020_r080,retrieval,-0.00961499999999997
44,mix_s000_c040_r060,sts,-0.05130630114173729
44,mix_s000_c040_r060,classification,-0.0012420157894736938
44,mix_s000_c040_r060,classification_transfer,-0.004019624999999999
44,mix_s000_c040_r060,clustering,-0.068915
44,mix_s000_c040_r060,retrieval,-0.02236749999999997
44,mix_s000_c060_r040,sts,-0.09305796640734425
44,mix_s000_c060_r040,classification,-0.014880884210526335
44,mix_s000_c060_r040,classification_transfer,-0.022384000000000015
44,mix_s000_c060_r040,clustering,-0.07678300000000002
44,mix_s000_c060_r040,retrieval,-0.04843249999999999
44,mix_s000_c080_r020,sts,-0.12906087874680056
44,mix_s000_c080_r020,classification,-0.026303102631578968
44,mix_s000_c080_r020,classification_transfer,-0.037352562500000006
44,mix_s000_c080_r020,clustering,-0.08268149999999999
44,mix_s000_c080_r020,retrieval,-0.09012249999999998
44,mix_s000_c100_r000,sts,-0.1850392004600551
44,mix_s000_c100_r000,classification,-0.05870190789473688
44,mix_s000_c100_r000,classification_transfer,-0.07867343750000003
44,mix_s000_c100_r000,clustering,-0.099085
44,mix_s000_c100_r000,retrieval,-0.24449749999999998
44,mix_s020_c000_r080,sts,0.000674679462564202
44,mix_s020_c000_r080,classification,0.008232207894736821
44,mix_s020_c000_r080,classification_transfer,0.009961312499999986
44,mix_s020_c000_r080,clustering,-0.02826100000000001
44,mix_s020_c000_r080,retrieval,0.002255000000000007
44,mix_s020_c020_r060,sts,-0.01860749548488096
44,mix_s020_c020_r060,classification,0.007716360526315758
44,mix_s020_c020_r060,classification_transfer,0.007540187499999976
44,mix_s020_c020_r060,clustering,-0.04047300000000001
44,mix_s020_c020_r060,retrieval,-0.006375000000000006
44,mix_s020_c040_r040,sts,-0.0646843455368219
44,mix_s020_c040_r040,classification,-0.003973857894736821
44,mix_s020_c040_r040,classification_transfer,-0.007763374999999975
44,mix_s020_c040_r040,clustering,-0.05124500000000001
44,mix_s020_c040_r040,retrieval,-0.032647499999999996
44,mix_s020_c060_r020,sts,-0.10359920181117006
44,mix_s020_c060_r020,classification,-0.02295127368421055
44,mix_s020_c060_r020,classification_transfer,-0.032702250000000016
44,mix_s020_c060_r020,clustering,-0.06919100000000003
44,mix_s020_c060_r020,retrieval,-0.07457749999999999
44,mix_s020_c080_r000,sts,-0.10854171042671527
44,mix_s020_c080_r000,classification,-0.050966302631578954
44,mix_s020_c080_r000,classification_transfer,-0.06818156249999999
44,mix_s020_c080_r000,clustering,-0.07179150000000001
44,mix_s020_c080_r000,retrieval,-0.18523249999999997
44,mix_s040_c000_r060,sts,0.0007176954341528244
44,mix_s040_c000_r060,classification,0.010002118421052609
44,mix_s040_c000_r060,classification_transfer,0.011943437499999987
44,mix_s040_c000_r060,clustering,-0.03409350000000003
44,mix_s040_c000_r060,retrieval,0.0026499999999999996
44,mix_s040_c020_r040,sts,-0.02801599953157315
44,mix_s040_c020_r040,classification,0.006322213157894741
44,mix_s040_c020_r040,classification_transfer,0.005896187500000011
44,mix_s040_c020_r040,clustering,-0.04385649999999999
44,mix_s040_c020_r040,retrieval,-0.017262499999999986
44,mix_s040_c040_r020,sts,-0.05836112625352996
44,mix_s040_c040_r020,classification,-0.01245607105263159
44,mix_s040_c040_r020,classification_transfer,-0.018859562499999996
44,mix_s040_c040_r020,clustering,-0.05320750000000002
44,mix_s040_c040_r020,retrieval,-0.05647249999999998
44,mix_s040_c060_r000,sts,-0.05018665019799142
44,mix_s040_c060_r000,classification,-0.036111392105263186
44,mix_s040_c060_r000,classification_transfer,-0.04859318750000001
44,mix_s040_c060_r000,clustering,-0.057173500000000016
44,mix_s040_c060_r000,retrieval,-0.1227325
44,mix_s060_c000_r040,sts,-0.0009898892476688885
44,mix_s060_c000_r040,classification,0.010192486842105242
44,mix_s060_c000_r040,classification_transfer,0.012247187499999992
44,mix_s060_c000_r040,clustering,-0.038909
44,mix_s060_c000_r040,retrieval,-0.006739999999999968
44,mix_s060_c020_r020,sts,-0.0248154049999643
44,mix_s060_c020_r020,classification,-0.0015183710526316175
44,mix_s060_c020_r020,classification_transfer,-0.0039374375000000295
44,mix_s060_c020_r020,clustering,-0.044040000000000024
44,mix_s060_c020_r020,retrieval,-0.03323749999999999
44,mix_s060_c040_r000,sts,-0.017010175266335675
44,mix_s060_c040_r000,classification,-0.016203210526315803
44,mix_s060_c040_r000,classification_transfer,-0.02314875000000001
44,mix_s060_c040_r000,clustering,-0.0418385
44,mix_s060_c040_r000,retrieval,-0.09484
44,mix_s080_c000_r020,sts,-0.004582959468425425
44,mix_s080_c000_r020,classification,0.0025976078947368532
44,mix_s080_c000_r020,classification_transfer,0.002293062500000012
44,mix_s080_c000_r020,clustering,-0.04559450000000001
44,mix_s080_c000_r020,retrieval,-0.02470249999999999
44,mix_s080_c020_r000,sts,-0.0019588995058081315
44,mix_s080_c020_r000,classification,-0.007620694736842149
44,mix_s080_c020_r000,classification_transfer,-0.011828500000000047
44,mix_s080_c020_r000,clustering,-0.04091500000000001
44,mix_s080_c020_r000,retrieval,-0.06561999999999998
44,mix_s100_c000_r000,sts,0.010335806477166956
44,mix_s100_c000_r000,classification,-0.004888892105263176
44,mix_s100_c000_r000,classification_transfer,-0.00644006250000001
44,mix_s100_c000_r000,clustering,-0.05075550000000001
44,mix_s100_c000_r000,retrieval,-0.043294999999999986
44,mix_s033_c033_r033,sts,-0.05197776474669504
44,mix_s033_c033_r033,classification,-0.003177502631578966
44,mix_s033_c033_r033,classification_transfer,-0.006570562500000016
44,mix_s033_c033_r033,clustering,-0.051565
44,mix_s033_c033_r033,retrieval,-0.03296499999999998
